Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude
Japanese,"524 Eglinton Avenue W
Toronto, ON M5N 1A5",Crosstown Zen Sushi,(647) 347-1915,$11-30,,https://www.yelp.ca/biz/crosstown-zen-sushi-toronto,43.703527,-79.414118
Japanese,"187 Dundas Street W
Toronto, ON M5G 1C7",Sushi & Bento,(416) 977-0424,$11-30,,https://www.yelp.ca/biz/sushi-and-bento-toronto-2,43.654981,-79.386619
Japanese,"245 Eglinton Avenue E
Toronto, ON M4P 3C2",Hokkaido Sushi,(416) 483-6848,$11-30,hokkaidosushi.ca,https://www.yelp.ca/biz/hokkaido-sushi-toronto,43.708181,-79.389409
Japanese,"5321 Yonge Street
Toronto, ON M2N 5R4",Hakata Shoryuken,(416) 733-3725,$11-30,hakatashoryuken.com,https://www.yelp.ca/biz/hakata-shoryuken-toronto-2,43.773543,-79.413796
Japanese,"668 Bloor St W
Toronto, ON M6G 1L2",KINTON RAMEN,(416) 551-8177,$11-30,kintonramen.com,https://www.yelp.ca/biz/kinton-ramen-toronto-13,43.664086,-79.416326
Japanese,"395 Bamburgh Circle
Toronto, ON M1W 3Y1",Ninja Sushi,(416) 756-4904,$11-30,,https://www.yelp.ca/biz/ninja-sushi-toronto,43.816194,-79.323076
Japanese,"467 Queen Street W
Toronto, ON M5V",Aji Sai Japanese Restaurant,(416) 603-3366,$11-30,ajisai.ca,https://www.yelp.ca/biz/aji-sai-japanese-restaurant-toronto-3,43.648377,-79.397401
Japanese,"41 Spring Garden Avenue
Toronto, ON M2N 5N6",Ogadang,(647) 350-9295,,,https://www.yelp.ca/biz/ogadang-toronto-2,43.764552,-79.410009
Japanese,"714 Yonge Street
Toronto, ON M4Y 2B3",Natural Sushi Japanese Restaurant,(416) 921-8988,$11-30,,https://www.yelp.ca/biz/natural-sushi-japanese-restaurant-toronto,43.668287,-79.386197
Japanese,"51 Baldwin St
Toronto, ON M5T 1L1",KINTON RAMEN,(647) 748-8900,$11-30,kintonramen.com,https://www.yelp.ca/biz/kinton-ramen-toronto-12,43.656008,-79.393558
