Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude
Indian,"1677 O'Connor Drive
Toronto, ON M4A 1W5",Sultan of Samosas,(416) 285-6565,Under $10,sultanofsamosas.com,https://www.yelp.ca/biz/sultan-of-samosas-toronto,43.718831,-79.303994
Indian,"243 Avenue Road
Toronto, ON M5R 2J6",Govinda’s,(888) 218-1040,Under $10,govindas.ca,https://www.yelp.ca/biz/govindas-toronto,43.676958,-79.397216
Indian,"2542 St Clair Ave West
Toronto, ON M6N 1L7",Roti Time,(416) 901-8311,Under $10,,https://www.yelp.ca/biz/roti-time-toronto,43.668206,-79.487083
Indian,"Chelsea Hotel
33 Gerrard Street W
Toronto, ON M5G 1Z4",T|Bar,(416) 585-4961,$31-60,chelseatoronto.com/en/eat-dri…,https://www.yelp.ca/biz/t-bar-toronto,43.658428,-79.383169
Indian,"796 Bloor Street W
Toronto, ON M6G 1L7",Madras Masala - Temp. CLOSED,(647) 342-4359,$11-30,madrasmasalatoronto.com,https://www.yelp.ca/biz/madras-masala-toronto,43.66316,-79.421923
Indian,"381 Spadina Avenue
Toronto, ON M5T",Sizzler Kabab,(416) 551-7786,Under $10,,https://www.yelp.ca/biz/sizzler-kabab-toronto,43.656226,-79.399211
Indian,"1 Adelaide St E
Toronto, ON M5C 1J4",Touch,(416) 364-4203,Under $10,,https://www.yelp.ca/biz/touch-toronto,43.650559,-79.377641
Indian,"307 Wellesley Street E
Toronto, ON M4X 1H2",Rashnaa Restaurant,(416) 929-2099,$11-30,rashnaa.com,https://www.yelp.ca/biz/rashnaa-restaurant-toronto-2,43.668096,-79.368979
Indian,"1386 Gerrard Street E
Toronto, ON M4L 1Z2",Lahore Chaat & Paan House,(416) 466-9261,Under $10,,https://www.yelp.ca/biz/lahore-chaat-and-paan-house-toronto,43.671894,-79.324197
Indian,"723 Kennedy Road
Toronto, ON M1K 2C6",New Kalyani,(416) 613-1888,,,https://www.yelp.ca/biz/new-kalyani-toronto,43.730245,-79.266727
Indian,"Gerrard St E
Toronto, ON",Punjabi Chaat Palace,,$11-30,,https://www.yelp.ca/biz/punjabi-chaat-palace-toronto,43.670899,-79.328078
Indian,"100 King Street W
Toronto, ON M5X 2A2",Amaya,(416) 214-0005,Under $10,amayarestaurant.com,https://www.yelp.ca/biz/amaya-toronto-6,43.648623,-79.381649
Indian,"208 Queen's Quay
Toronto, ON M5V 1Z2",Swades,(416) 368-7272,$11-30,swades.ca,https://www.yelp.ca/biz/swades-toronto,43.639997,-79.381351
Indian,"4900-5000 Finch Avenue E
Toronto, ON M1S 4K4",Malaysian Garam Masala,(416) 332-1922,Under $10,,https://www.yelp.ca/biz/malaysian-garam-masala-toronto,43.808951,-79.263631
Indian,"1732 Lawrence Avenue E
Toronto, ON M1R 2Y1",Pariwar Restaurant,(416) 757-6635,$11-30,pariwar.ca,https://www.yelp.ca/biz/pariwar-restaurant-toronto,43.74266,-79.308661
Indian,"1399 Gerrard Street E
Toronto, ON M4L 1Z5",Baldev Paan Cold Drink House,(416) 463-7226,,baldevpaan.com,https://www.yelp.ca/biz/baldev-paan-cold-drink-house-toronto,43.6717,-79.323842
Indian,"170 Rimrock Rd
Toronto, ON M3J 3A6",Hurry Curry,(416) 833-7634,,hurrycurry.ca,https://www.yelp.ca/biz/hurry-curry-toronto-2,43.758501,-79.466176
Indian,"1401 Gerrard Street E
Toronto, ON M4L 1Z5",New Haandi 2000,(416) 469-9696,$11-30,,https://www.yelp.ca/biz/new-haandi-2000-toronto,43.671755,-79.323477
Indian,"1160 Bloor Street W
Toronto, ON M6H 1N1",Al Aqsa Restaurant,(647) 748-4627,,foodora.ca,https://www.yelp.ca/biz/al-aqsa-restaurant-toronto-2,43.659748,-79.436855
Indian,"3020 Dundas St W
Toronto, ON M6P 1Z3",High Park Spicy House,(416) 760-9779,$11-30,highparkspicyhouse.com,https://www.yelp.ca/biz/high-park-spicy-house-toronto,43.665707,-79.470064
Indian,"1410 Gerrard Street E
Toronto, ON M4L 1Z4",Mahar Restaurant Incorp,(416) 466-6241,,,https://www.yelp.ca/biz/mahar-restaurant-incorp-toronto,43.672118,-79.32322
Indian,"2018 Sheppard Aveenue E
Unit 4
Toronto, ON M2J 5B3",Vatica,(647) 428-3248,Under $10,vatica.ca,https://www.yelp.ca/biz/vatica-toronto-2,43.775334,-79.33056
Indian,"836 Markham Road
Toronto, ON M1H 2Y2",Mirchi Dhaba,,Under $10,,https://www.yelp.ca/biz/mirchi-dhaba-toronto,43.767255,-79.228254
Indian,"1416 Gerrard Street E
Toronto, ON M4L 1Z7",The Siddhartha,(416) 465-4095,$11-30,thesiddhartha.com,https://www.yelp.ca/biz/the-siddhartha-toronto,43.672377,-79.322864
Indian,"795 Markham Road
Toronto, ON M1H 2Y2",Vinchandra Restaurant & Banquet Hall,(647) 769-8111,,vinchandra.ca,https://www.yelp.ca/biz/vinchandra-restaurant-and-banquet-hall-toronto,43.767071,-79.228062
Indian,"11 Charles Street W
Toronto, ON M4Y 1R4",Exotic Tandoori Restaurant,(416) 964-1616,,,https://www.yelp.ca/biz/exotic-tandoori-restaurant-toronto,43.668503,-79.38687
Indian,"40 Carl Hall Road
Suite 233
Toronto, ON M3K 2C1",Samosa Palace,(416) 275-6453,,,https://www.yelp.ca/biz/samosa-palace-toronto,43.749727,-79.479293
Indian,"291 Augusta Ave
Toronto, ON M5T 3A9",Spicy Grill Indo Pak Cuisine,(416) 968-7111,$11-30,,https://www.yelp.ca/biz/spicy-grill-indo-pak-cuisine-toronto,43.656321,-79.402562
Indian,"1435 Gerrard Street E
Toronto, ON M4L 1Z7",Lahore Paan Center,(416) 462-3293,Under $10,,https://www.yelp.ca/biz/lahore-paan-center-toronto,43.672157,-79.322026
Indian,"2651 Islington Avenue
Toronto, ON M9V 2X6",Bengali Sweets & Restaurant,(416) 746-9393,$11-30,,https://www.yelp.ca/biz/bengali-sweets-and-restaurant-toronto,43.738157,-79.565248
Indian,"979 O'Connor Drive
Toronto, ON M4B 2T1",Truly India,(647) 872-9979,,trulyindia.ca,https://www.yelp.ca/biz/truly-india-toronto,43.708466,-79.310248
Indian,"107 Lebovic Avenue
Unit 15-18
Toronto, ON M1L 4W1",Premium Sweets,(416) 751-9006,,premiumsweets.ca,https://www.yelp.ca/biz/premium-sweets-toronto-2,43.722468,-79.288994
Indian,"In the University of Toronto Multi-faith Center
569 Spadina Ave
Toronto, ON M5S 1C1",VEDA - Healthy Indian Takeout,,Under $10,vedatakeout.com/index.php,https://www.yelp.ca/biz/veda-healthy-indian-takeout-toronto-2,43.661044,-79.401165
Indian,"Sandford Fleming Building
10 King's College Rd
Toronto, ON M5S",Veda Healthy IndianTakeout,(416) 961-9797,Under $10,vedatakeout.com,https://www.yelp.ca/biz/veda-healthy-indiantakeout-toronto,43.660011,-79.394835
Indian,"106 Mutual Street
Toronto, ON M5B 2R7",Hurry Curry,,,hurrycurry.ca,https://www.yelp.ca/biz/hurry-curry-toronto,43.657647,-79.37625
Indian,"1 Oak St
Toronto, ON M5A 0A1",Sultan of Samosas,(416) 933-9330,Under $10,sultanofsamosas.com,https://www.yelp.ca/biz/sultan-of-samosas-toronto-3,43.660673,-79.366042
Indian,"452 Kingston Rd
Toronto, ON M4L 1V3",Star of Kingston,(416) 690-3867,Under $10,,https://www.yelp.ca/biz/star-of-kingston-toronto,43.677122,-79.304032
Indian,"1430 Gerrard Street E
Toronto, ON M4L 1Z6",Liberty Paan Corner,,,,https://www.yelp.ca/biz/liberty-paan-corner-toronto,43.672337,-79.322282
Indian,"2560 Finch Avenue W
Unit 8A
Toronto, ON M9M 2G3",Punjabi Taste,(416) 749-4040,,punjabitaste.ca,https://www.yelp.ca/biz/punjabi-taste-toronto,43.748975,-79.560716
Indian,"988 Danforth Ave
Toronto, ON M4J 1M1",India Kitchen,,,,https://www.yelp.ca/biz/india-kitchen-toronto,43.680578,-79.337599
Indian,"Hudson Bay Centre
2 Bloor Street E
Toronto, ON M4W 3T3",Tandori,(416) 580-9311,,tandori.ca,https://www.yelp.ca/biz/tandori-toronto-2,43.670624,-79.386304
Indian,"3187 Yonge Street
Toronto, ON M4N 2K9",Chef Of India,(416) 485-5552,,Www.chefofindia.ca,https://www.yelp.ca/biz/chef-of-india-toronto-3,43.727571,-79.402579
Indian,"1433 Gerrard St E
Toronto, ON M4L 1Z6",Nitya Restaurant,(416) 469-1500,$11-30,,https://www.yelp.ca/biz/nitya-restaurant-toronto,43.672085,-79.322086
Indian,"1475 Danforth Avenue
Toronto M4j1n5
Toronto, ON M4J 1N5",Spice Heaven,(647) 692-5868,$11-30,spiceheaven.ca,https://www.yelp.ca/biz/spice-heaven-toronto,43.682811,-79.325877
Indian,"642 Bloor Street W
Toronto, ON M6G 1L2",Rajput’s Bistro,(647) 342-4901,,,https://www.yelp.ca/biz/rajputs-bistro-toronto,43.664318,-79.415008
Indian,"1560 Yonge Street
Toronto, ON M4T 2S9",Vivah Restaurant,(416) 929-2800,$11-30,,https://www.yelp.ca/biz/vivah-restaurant-toronto,43.689561,-79.395044
Indian,"1548 Warden Avenue
Toronto, ON M1R 2S8",Silver Spoon,(416) 444-0295,Under $10,silverspoononline.com,https://www.yelp.ca/biz/silver-spoon-toronto-2,43.763514,-79.301626
Indian,"2201 Finch Avenue W
Toronto, ON M9M 2Y9",Karahi Point,(416) 749-2997,,karahipoint.com,https://www.yelp.ca/biz/karahi-point-toronto-2,43.752744,-79.536902
Indian,"777 Bay St
Toronto, ON M5G 2B3",Tandori,,Under $10,tandori.ca,https://www.yelp.ca/biz/tandori-toronto,43.660875,-79.384755
Indian,"1877 Lawrence Avenue E
Toronto, ON M1R 2Y3",Chandra Mahal Buriyani House,(416) 288-0303,,,https://www.yelp.ca/biz/chandra-mahal-buriyani-house-toronto,43.743792,-79.301926
Indian,"2677 Kennedy Road
Unit 6
Toronto, ON M1T 3H8",Chapati House,(416) 332-8710,,chapatihouse.com,https://www.yelp.ca/biz/chapati-house-toronto,43.796301,-79.293054
Indian,"455 Spadina Avenue
Toronto, ON M5S 2G8",Tandoori Flavour,(416) 599-0599,Under $10,,https://www.yelp.ca/biz/tandoori-flavour-toronto,43.658241,-79.399718
Indian,"3300 McNicoll Avenue
Unit #17
Toronto, ON M1V 5J6",Bengali Sweets and Restaurant,(416) 293-0606,Under $10,,https://www.yelp.ca/biz/bengali-sweets-and-restaurant-toronto-2,43.820674,-79.261885
Indian,"735 Middlefield Road
Toronto, ON M1V 5H5",Manpasand,(416) 335-0256,Under $10,manpasandindiancuisine.com/mo…,https://www.yelp.ca/biz/manpasand-toronto,43.819873,-79.261939
Indian,"50 Danforth Rd
Toronto, ON M1L 3W4",Shalimar Grill,(416) 686-2625,,shalimargrill.ca,https://www.yelp.ca/biz/shalimar-grill-toronto,43.695249,-79.276337
Indian,"647 King Street W
Toronto, ON M5V 1M5",Sidhartha Fine Indian Cuisine,(416) 703-6684,,,https://www.yelp.ca/biz/sidhartha-fine-indian-cuisine-toronto,43.643882,-79.40199
Indian,"236 Sherbourne Street
Toronto, ON M5A 3X2",786 Halal Biryani House,(647) 352-0786,Under $10,halalbiryanihouse.com,https://www.yelp.ca/biz/786-halal-biryani-house-toronto,43.658087,-79.371042
Indian,"3850 Finch Avenue E
Toronto, ON M1T 3T6",Dindigul Thalappakattu Biriyani,(416) 993-3131,Under $10,,https://www.yelp.ca/biz/dindigul-thalappakattu-biriyani-toronto,43.800652,-79.300584
Indian,"2883 Dundas Street W
Toronto, ON M6P 1Y9",Ropein West Indian Take Out,(416) 531-9401,,,https://www.yelp.ca/biz/ropein-west-indian-take-out-toronto,43.665303,-79.465505
Indian,"877 Queen St W
Toronto, ON M6J",Masala Pantry,,,,https://www.yelp.ca/biz/masala-pantry-toronto,43.645553,-79.411402
Indian,"32 Eglinton Avenue W
Toronto, ON M4R 1A1",Indian Garden,(416) 485-3377,,,https://www.yelp.ca/biz/indian-garden-toronto,43.706582,-79.399836
Indian,"795 Bathurst St
Toronto, ON M5S 1Z5",Naans & More,,$11-30,,https://www.yelp.ca/biz/naans-and-more-toronto,43.664899,-79.41097
Indian,"1071 Danforth Ave
Toronto, ON M4J 1M1",Ghareeb Nawaz,(416) 261-2882,Under $10,,https://www.yelp.ca/biz/ghareeb-nawaz-toronto,43.736981,-79.246182
Indian,"200 Simcoe Place
Toronto, ON M5V 3K2",Amaya,,Under $10,amayarestaurant.com/amayaex,https://www.yelp.ca/biz/amaya-toronto-5,43.64498,-79.38575
Indian,"1152 Albion Road
Toronto, ON M9V 1A8",Indar’s Roti & Doubles,(416) 745-0009,,indarsrotianddoubles.com,https://www.yelp.ca/biz/indars-roti-and-doubles-toronto,43.737859,-79.56739
Indian,"2950 Birchmount Road
Toronto, ON M1W 3G5",Delicious Shawarma and Falafel,(416) 495-0123,Under $10,,https://www.yelp.ca/biz/delicious-shawarma-and-falafel-toronto,43.79934,-79.306647
Indian,"178 Carlton Street
Toronto, ON M5A 2K3",Kabab & Tikah House,(416) 964-8414,Under $10,,https://www.yelp.ca/biz/kabab-and-tikah-house-toronto,43.663407,-79.372571
Indian,"1471 Gerrard Street E
Toronto, ON M4L 2A1",Siddhartha Pure Vegetarian,(416) 463-9777,,,https://www.yelp.ca/biz/siddhartha-pure-vegetarian-toronto-2,43.672478,-79.320673
Indian,"292 Wellesley Street E
Toronto, ON M4X 1H1",Laziz Biryani & Kabab,(647) 352-7111,,,https://www.yelp.ca/biz/laziz-biryani-and-kabab-toronto,43.66812,-79.369863
Indian,"460 McNicoll Avenue
Toronto, ON M2H 2E1",Mistan Indian Food,(416) 498-1665,Under $10,mistaan.com,https://www.yelp.ca/biz/mistan-indian-food-toronto,43.804728,-79.341927
Indian,"2480 Eglinton Ave E
Toronto, ON M1K 2R4",Thai Take-out & Catering,(416) 266-4444,$11-30,,https://www.yelp.ca/biz/thai-take-out-and-catering-toronto,43.734906,-79.259737
Indian,"1430 Gerrard St E
Toronto, ON M4L 1Z6",Tandoor,(416) 778-0033,$11-30,,https://www.yelp.ca/biz/tandoor-toronto,43.672337,-79.322282
Indian,"50 Weybright Court
Unit 32
Toronto, ON M1S 5A8",Moti Palace Sweets Catering,(416) 299-5000,,,https://www.yelp.ca/biz/moti-palace-sweets-catering-toronto,43.781307,-79.280228
Indian,"243 Eglinton Avenue W
Toronto, ON M4R 1A7",Earth Indian Express,(647) 748-9339,,earthindianexpress.com,https://www.yelp.ca/biz/earth-indian-express-toronto-2,43.704851,-79.406625
Indian,"2891 Danforth Avenue
Toronto, ON M4C 1M3",Unity Cafe Corporation,(416) 698-9166,,,https://www.yelp.ca/biz/unity-cafe-corporation-toronto,43.689703,-79.294263
Indian,"820 Markham Road
Toronto, ON M1H 2Y2",Spice Corner,(416) 613-1950,,,https://www.yelp.ca/biz/spice-corner-toronto,43.76683,-79.22863
Indian,"796 Bloor Street W
Toronto, ON M6G 1L7",Rao & Rao Trading,(416) 963-9360,,,https://www.yelp.ca/biz/rao-and-rao-trading-toronto,43.66316,-79.421923
Indian,"215 Lake Shore Boulevard E
Toronto, ON M5A 3W9",Chinese Indian Food,,,,https://www.yelp.ca/biz/chinese-indian-food-toronto,43.646092,-79.367338
Indian,"1 Yorkgate Boulevard
Suite 136
Toronto, ON M3N 3A1",Kisho/NFC,(416) 665-7878,,,https://www.yelp.ca/biz/kisho-nfc-toronto-3,43.75877,-79.520194
Indian,"181 Dundas Street W
Toronto, ON M5G 1C7",Indian Biriyani House,(416) 340-1254,,,https://www.yelp.ca/biz/indian-biriyani-house-toronto,43.654981,-79.386524
Indian,"3005 Islington Avenue
Toronto, ON M9L 2K9",Vangi Food,(647) 272-5234,,vangifood.com,https://www.yelp.ca/biz/vangi-food-toronto,43.75945,-79.570804
Indian,"750 Yonge Street
Toronto, ON M4Y 2B6",Mr Maharraja Indian Cuisine,(416) 646-0928,,,https://www.yelp.ca/biz/mr-maharraja-indian-cuisine-toronto,43.669182,-79.386779
Indian,"238 Queen Street W
Toronto, ON M5V 1Z7",India House,(416) 260-5596,,,https://www.yelp.ca/biz/india-house-toronto,43.650131,-79.390412
Indian,"Dundas Square
Toronto, ON M5B",Millix,(647) 696-9460,,,https://www.yelp.ca/biz/millix-toronto,43.655843,-79.380043
Indian,"Avenue Road
Toronto, ON",Bombay Hut,,,,https://www.yelp.ca/biz/bombay-hut-toronto,43.733624,-79.419583
Indian,"292 Markham Road
Toronto, ON M1J 3C5",Masha’Allah,(647) 352-7866,,,https://www.yelp.ca/biz/mashaallah-toronto,43.746441,-79.218477
Indian,"1158 Albion Road
Toronto, ON M9V 1A8",Noor Hakkah,,,,https://www.yelp.ca/biz/noor-hakkah-toronto,43.737835,-79.568549
Indian,"2654 Islington Ave
Toronto, ON M9V 2X5",Royal Paan Rexdale,(416) 743-7226,,,https://www.yelp.ca/biz/royal-paan-rexdale-toronto,43.738127,-79.565793
Indian,"708 Gordon Baker Road
Toronto, ON M2H",Tandoori Queen,(416) 492-7993,,tandooriqueen.com,https://www.yelp.ca/biz/tandoori-queen-toronto,43.809827,-79.342681
Indian,"209 Dundas Street W
Toronto, ON M5G 1C8",Ashoka Fine Indian Cuisine,(416) 979-1665,,,https://www.yelp.ca/biz/ashoka-fine-indian-cuisine-toronto,43.654756,-79.387492
Indian,"1386 Gerrard Street E
Toronto, ON M4L 1Z2",Pabla Shan-E-Punjab Restaurant,,,,https://www.yelp.ca/biz/pabla-shan-e-punjab-restaurant-toronto,43.671894,-79.324197
Indian,"5010 Steeles Avenue W
Toronto, ON M9V 5C6",Nantha Caters,(416) 626-8421,,nanthacaters.com,https://www.yelp.ca/biz/nantha-caters-toronto-3,43.759926,-79.593028
Indian,"1158 Albion Road
Toronto, ON M9V 1A8",Noor Makkah,(647) 352-2966,$11-30,,https://www.yelp.ca/biz/noor-makkah-toronto-2,43.737835,-79.568549
Indian,"5650 Sheppard Avenue E
Unit 3
Toronto, ON M1B 2L3",Golden Spoon,(647) 827-9095,,goldenspoontakeout.com,https://www.yelp.ca/biz/golden-spoon-toronto,43.794945,-79.235684
Indonesian,"5025 Yonge Street
Toronto, ON M2N 5P2",Satay Sate,(647) 351-7283,$11-30,sataysate.com,https://www.yelp.ca/biz/satay-sate-toronto,43.766873,-79.411957
Indonesian,"2031 Yonge Street
Toronto, ON M4S 1Z9",Little Sister,(416) 488-2031,$11-30,littlesistertoronto.com,https://www.yelp.ca/biz/little-sister-toronto,43.701568,-79.397075
Indonesian,"2031 Yonge Street
2nd floor
Toronto, ON M4S 2A2",Bar Bataviato,(416) 488-2031,,barbataviato.com,https://www.yelp.ca/biz/bar-bataviato-toronto,43.701568,-79.397075
International,"181 Wellington Street W
Toronto, ON M5V 3G7",Ritz Bar,(416) 585-2500,$11-30,ritzcarlton.com/en/hotels/can…,https://www.yelp.ca/biz/ritz-bar-toronto-3,43.645355,-79.387178
International,"3580 McNicoll Avenue
Toronto, ON M1V 5G2",Spade Bar & Lounge,(416) 293-8685,$11-30,,https://www.yelp.ca/biz/spade-bar-and-lounge-toronto-2,43.823964,-79.248141
International,"307 Spadina Street
Toronto, ON M5T 2E6",Peoples Eatery,(416) 792-1784,$11-30,peopleseatery.com,https://www.yelp.ca/biz/peoples-eatery-toronto-2,43.653819,-79.397975
