Category,Restaurant Name,Price_Range_Int,google_place_id,google_formatted_address,google_lat,google_lng,google_types
Italian,Tosto Quickfire Pizza Pasta,2,ChIJKxQLfLY0K4gRS9XXSeeLJiA,"800 Bay St., Toronto, ON M5S 3A9",43.661198,-79.386414,"restaurant,pizza_restaurant,italian_restaurant,food,point_of_interest,establishment"
Italian,F’Amelia,3,ChIJbZYzr1rL1IkR2-h1V4H2QSU,"12 Amelia St, Toronto, ON M4X 1E1",43.6675102,-79.3686152,"italian_restaurant,meal_takeaway,bar,restaurant,point_of_interest,food,establishment"
Italian,Via Roma,,ChIJnZG86ZgzK4gRqxu48ebpsiw,"1144 Eglinton Ave W, Toronto, ON M6C 2E2",43.6996426,-79.4325583,"italian_restaurant,fine_dining_restaurant,wine_bar,catering_service,diner,meal_delivery,meal_takeaway,food_delivery,bar,restaurant,food,point_of_interest,establishment"
Italian,Dante’s Inferno Paninoteca,2,ChIJx_6xens0K4gR6JmOR4GoKCU,"1151 Davenport Rd, Toronto, ON M6H 2G4",43.6745434,-79.4316595,"italian_restaurant,pizza_restaurant,restaurant,point_of_interest,food,establishment"
Italian,Vaticano,3,ChIJ_Qzzj680K4gRIYI_pMj31E8,"25 Bellair St, Toronto, ON M5R 3L3",43.6707695,-79.3908907,"italian_restaurant,restaurant,point_of_interest,food,establishment"
Italian,Lambretta Pizzeria & Wine Bar,2,ChIJGVTF77U1K4gR8BHAAm0sdiM,"89 Roncesvalles Ave, Toronto, ON M6R 2K6",43.6417113,-79.446991,"italian_restaurant,pizza_restaurant,bar,restaurant,food,point_of_interest,establishment"
Italian,Ferraro 502,2,ChIJmVN8EBIzK4gRcj0UzmtcKCU,"502 Eglinton Ave W, Toronto, ON M5N 1A5",43.7037926,-79.4132906,"italian_restaurant,sandwich_shop,meal_delivery,food_delivery,pizza_restaurant,food_store,meal_takeaway,store,restaurant,food,point_of_interest,establishment"
Italian,Il Mulino,3,ChIJCQQXSp8zK4gROwpje1T6fPo,"1060 Eglinton Ave W, Toronto, ON M6C 2C5",43.7000421,-79.4306829,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Archeo,2,ChIJv1iSxz3L1IkR3Omd0kG2LYI,"31 Trinity St, Toronto, ON M5A 3C4",43.6506843,-79.3595356,"event_venue,point_of_interest,establishment"
Italian,Mistura Restaurant,4,ChIJNe1NV741K4gREnCjpiKVHuM,"265 Davenport Rd, Toronto, ON M5R 1J9",43.6742015,-79.3982462,"restaurant,chinese_restaurant,food,point_of_interest,establishment"
Italian,Annette Food Market,3,ChIJE-wTD542K4gRcb5h53Hu5QY,"240 Annette St, Toronto, ON M6P 1R1",43.662595,-79.4711334,"italian_restaurant,pizza_restaurant,wine_bar,meal_takeaway,bar,restaurant,point_of_interest,food,establishment"
Italian,Padella,,ChIJUXdVivMyK4gRbsl_E8VKy2k,"1967 Avenue Rd, Toronto, ON M5M 4A3",43.7346118,-79.419596,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Pizzeria Via Mercanti,2,ChIJF5oEb8I0K4gReAJi5QHFxOA,"188 Augusta Ave, Toronto, ON M5T 2L4",43.6540471,-79.4020113,"pizza_restaurant,italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Tre Mari Bakery,1,ChIJsxJTJg00K4gRB0mxMglrcrc,"1311 St Clair Ave W, Toronto, ON M6E 1C2",43.6765308,-79.448634,"bakery,fast_food_restaurant,deli,breakfast_restaurant,italian_restaurant,dessert_shop,confectionery,grocery_store,food_store,store,restaurant,food,point_of_interest,establishment"
Italian,Basso Pizzeria,2,ChIJIdS67jjL1IkR1oPBYksb3s0,"320 Queen St E, Toronto, ON M5A 1S8",43.6555557,-79.3652736,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Ovest Cucina e Vineria,3,ChIJm5_QX940K4gRdtM5bxGf3g4,"101 Portland St, Toronto, ON M5V 2N3",43.6451811,-79.4001151,"italian_restaurant,restaurant,point_of_interest,food,establishment"
Italian,Jz’s Pizza,2,ChIJE4pBzNA0K4gR_Mk8L0qNdEQ,"232 Wellington St W, Toronto, ON M5V 3W1",43.6453282,-79.3897511,"pizza_restaurant,meal_delivery,food_delivery,bar,food_store,meal_takeaway,store,restaurant,food,point_of_interest,establishment"
Italian,7 Numbers Danforth,2,ChIJi8oMWl_L1IkRNxeHveDp1-M,"307 Danforth Ave, Toronto, ON M4K 1N7",43.6770421,-79.3538395,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Quanto Basta,2,ChIJgdwq0-wyK4gRiBYCo0HvGjc,"1112 Yonge St, Toronto, ON M4W 2L8",43.678748,-79.390443,"italian_restaurant,restaurant,point_of_interest,food,establishment"
Italian,Mirra’s Place,3,ChIJow24kM4zK4gR0leAJ4l_tV4,"3157 Dufferin St, North York, ON M6A 2S9",43.7173431,-79.4550845,"italian_restaurant,fine_dining_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Grano Restaurant,2,ChIJcafhSjkzK4gR1gzIFfcMdic,"2035 Yonge St, Toronto, ON M4S 2A2",43.7017045,-79.3971277,"italian_restaurant,bakery,food_store,wholesaler,store,restaurant,food,point_of_interest,establishment"
Italian,Pizzeria Defina,2,ChIJ5xrJpTU0K4gRaTY_utMjGC8,"321 Roncesvalles Ave, Toronto, ON M6R 2M6",43.6487262,-79.4496716,"pizza_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Roma1090,2,ChIJpYqD9lw0K4gRn3gagNg4NDE,"1090 Bloor St W, Toronto, ON M6H 1M6",43.6602671,-79.4339939,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Luci Restaurant,3,ChIJ-zlXsj42K4gR68s0EhPWEn0,"664 The Queensway, Etobicoke, ON M8Y 1K7",43.6275308,-79.4983102,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Mare Pizzeria,1,ChIJg1duOcI0K4gRZnu_vyM_giI,"185 Baldwin St, Toronto, ON M5T 1M1",43.654635,-79.4009647,"pizza_restaurant,italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Fusilli Restaurant,2,ChIJwZG6pGrL1IkR7wTjHfP3--E,"531 Queen St E A, Toronto, ON M5A 1V1",43.6571126,-79.3571793,"italian_restaurant,bar,restaurant,point_of_interest,food,establishment"
Italian,Bitondo’s Pizzeria,1,ChIJZRF1zu80K4gRvV0Axsav5Kc,"11 Clinton St, Toronto, ON M6J 2N7",43.6541381,-79.4132242,"pizza_restaurant,italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,The Old Spaghetti Factory,2,ChIJD_VRcS7L1IkRVFlnnP3_Xp0,"54 The Esplanade, Toronto, ON M5E 1A6",43.6469889,-79.3743444,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Il Fornello,2,ChIJ1R8ZrJzM1IkRCq52YWjj_NY,"576 Danforth Ave, Toronto, ON M4K 1R1",43.6786886,-79.3469253,"italian_restaurant,meal_delivery,meal_takeaway,food_delivery,pizza_restaurant,bar,restaurant,food,point_of_interest,establishment"
Italian,Pizza e Pazzi,2,ChIJ91wak3M0K4gRAUSz1DDwCZ0,"Dufferin-St.Clair, 1182 St Clair Ave W, Toronto, ON M6E 1B4",43.6779908,-79.443871,"italian_restaurant,pizza_restaurant,meal_delivery,food_delivery,restaurant,food,point_of_interest,establishment"
Italian,Cibo Wine Bar,3,ChIJfYcPrt40K4gRZwhcYtUPVTw,"522 King St W, Toronto, ON M5V 2L5",43.6451293,-79.3974812,"italian_restaurant,wine_bar,bar,restaurant,food,point_of_interest,establishment"
Italian,Mercatto,2,ChIJkeiYRzLL1IkRHlebEJb0P7M,"15 Toronto St, Toronto, ON M5C 2E3",43.650381,-79.3759674,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Trattoria Giancarlo,3,ChIJsyJjJ1g0K4gRNHWmpkKkKS4,"41 Clinton St, Toronto, ON M6J 2N9",43.6550156,-79.4136442,"italian_restaurant,bar,restaurant,food,point_of_interest,establishment"
Italian,Salto Antipasto Lounge,2,ChIJC0TtgXw0K4gRpJzaiLJmeik,"1138 Davenport Rd, Toronto, ON M6G 2C6",43.6748279,-79.4309291,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Scaddabush Italian Kitchen & Bar,2,ChIJ07OkXKjR1IkRvW0QZp4iyLI,"580 Progress Ave, Scarborough, ON M1P 2K2",43.7776531,-79.2544377,"italian_restaurant,wine_bar,bar_and_grill,meal_delivery,food_delivery,pizza_restaurant,bar,food_store,meal_takeaway,store,restaurant,food,point_of_interest,establishment"
Italian,Fabbrica,3,ChIJ97QqIXLN1IkRz3fbzaicIKE,"49 Karl Fraser Rd, North York, ON M3C 0E5",43.7366833,-79.3446361,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Lambretta Pizzeria East,,ChIJKxhjzpzL1IkR_smMX2Ojoh0,"1192 Queen St E, Toronto, ON M4M 1L4",43.6630546,-79.3316068,"pizza_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Sotto Voce Wine & Pasta Bar,3,ChIJgfZ8Ju40K4gR8tSKSrCvCfU,"595 College St, Toronto, ON M6G 1A9",43.6551572,-79.4136881,"wine_bar,meal_takeaway,italian_restaurant,bar,restaurant,food,point_of_interest,establishment"
Italian,Pizzeria Libretto,2,ChIJNXfZFtI0K4gRNqVxEHaYy0Y,"155 University Ave, Toronto, ON M5H 3B7",43.6484999,-79.3849529,"pizza_restaurant,italian_restaurant,restaurant,point_of_interest,food,establishment"
Italian,The Food Shop,2,ChIJwyrpaMI0K4gRuPo6767zYvc,"209 Augusta Ave, Toronto, ON M5T 2L4",43.654055,-79.4016746,"italian_restaurant,catering_service,food_delivery,bar,restaurant,food,point_of_interest,establishment"
Italian,Il Fornello,2,ChIJ1R8ZrJzM1IkRCq52YWjj_NY,"576 Danforth Ave, Toronto, ON M4K 1R1",43.6786886,-79.3469253,"italian_restaurant,meal_delivery,meal_takeaway,food_delivery,pizza_restaurant,bar,restaurant,food,point_of_interest,establishment"
Italian,Spiga Ristorante,3,ChIJ6cLb8VozK4gRaeldVw29l3k,"1378 Yonge St, Toronto, ON M4T 1Y5",43.6862465,-79.3935614,"restaurant,italian_restaurant,point_of_interest,food,establishment"
Italian,Cibo Wine Bar,3,ChIJfYcPrt40K4gRZwhcYtUPVTw,"522 King St W, Toronto, ON M5V 2L5",43.6451293,-79.3974812,"italian_restaurant,wine_bar,bar,restaurant,food,point_of_interest,establishment"
Italian,Scaccia Restaurant,2,ChIJKcn41rE0K4gRPgloVluduFs,"55 Bloor St W, Toronto, ON M4W 1A5",43.6686807,-79.3878876,"italian_restaurant,fast_food_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Forget About It,2,ChIJq4WFCtE0K4gR88Mht2l0g7w,"325 King St W, Toronto, ON M5V 1J5",43.6460955,-79.3909513,"italian_restaurant,restaurant,point_of_interest,food,establishment"
Italian,Francesca Italian Bakery & Delicatessen,2,ChIJLYDGkQ_R1IkRqLX9pytsM2U,"2 Invergordon Ave, Scarborough, ON M1S 2Y8",43.7877317,-79.2569177,"bakery,italian_restaurant,food_store,store,restaurant,food,point_of_interest,establishment"
Italian,Dal Moro’s Fresh Pasta To Go,2,ChIJA-nhOrI0K4gR0t76UqppLsc,"605 Yonge St, Toronto, ON M4Y 1Z5",43.6667903,-79.3851935,"italian_restaurant,fast_food_restaurant,restaurant,point_of_interest,food,establishment"
Italian,Locale Mercatto,2,ChIJ9Z5gRs00K4gRozXt4PGK14o,"330 Bay St., Toronto, ON M5H 2S8",43.6502778,-79.3811111,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Centro Trattoria & Formaggio,1,ChIJBWL_nnM0K4gR1Hs07HcFzBM,"1224 St Clair Ave W, Toronto, ON M6E 1B4",43.6778427,-79.4449297,"grocery_store,food_store,store,food,point_of_interest,establishment"
Italian,Big Slice Restaurant,2,ChIJYUEGt6M2K4gRb_BvaWeF4Tk,"1154 St Clair Ave W, Toronto, ON M6E 1B3",43.6782843,-79.4424619,"italian_restaurant,pizza_restaurant,restaurant,food,point_of_interest,establishment"
Italian,San Francesco Foods - Clinton,1,ChIJBSNJ0O80K4gR9lrbUs0Wr0E,"10 Clinton St, Toronto, ON M6J 2P1",43.654031,-79.413526,"sandwich_shop,meal_takeaway,italian_restaurant,pizza_restaurant,fast_food_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Fresca Pizza & Pasta,1,ChIJTes2ycE0K4gRZmcma93jfHs,"302 College St, Toronto, ON M5T 1R9",43.6578177,-79.4017248,"pizza_restaurant,italian_restaurant,restaurant,point_of_interest,food,establishment"
Italian,Classico Louie’s Pizzeria,1,ChIJP5VlcSEzK4gRONc6GE0d9XE,"2547 Yonge St, Toronto, ON M4P 2H9",43.7132299,-79.3994487,"pizza_restaurant,meal_delivery,sandwich_shop,meal_takeaway,catering_service,food_delivery,italian_restaurant,restaurant,point_of_interest,food_store,food,store,establishment"
Italian,Trio Ristorante and Pizzeria,3,ChIJhS35KOgyK4gRlQoA32_cZec,"3239 Yonge St, Toronto, ON M4N 2L5",43.7288847,-79.4029127,"pizza_restaurant,fine_dining_restaurant,italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Domani Restaurant & Wine Bar,2,ChIJAYltfEg1K4gRgsazGy3RQA0,"335 Roncesvalles Ave, Toronto, ON M6R 2M8",43.6492866,-79.4500307,"indian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Sandra’s Italian Kitchen,2,ChIJbScvuhA2V0ARzA76gNijLRk,"2899 Steeles Ave W #12, North York, ON M3J 3A1",43.7819117,-79.4914006,"italian_restaurant,sandwich_shop,catering_service,meal_takeaway,food_delivery,pizza_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Tosto Quickfire Pizza Pasta,2,ChIJKxQLfLY0K4gRS9XXSeeLJiA,"800 Bay St., Toronto, ON M5S 3A9",43.661198,-79.386414,"restaurant,pizza_restaurant,italian_restaurant,food,point_of_interest,establishment"
Italian,Pizza Banfi,2,ChIJS38pPmUzK4gRlzh441e1H8o,"333b Lonsdale Rd, Toronto, ON M5P 1R2",43.6884349,-79.4131153,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Sip Wine Bar,2,ChIJHzygdCMzK4gR1F-8I15CYaU,"2 Broadway Ave, Toronto, ON M4P 1T4",43.7097795,-79.3987285,"italian_restaurant,pizza_restaurant,meal_takeaway,event_venue,bar,restaurant,point_of_interest,food,establishment"
Italian,Ozzero,,ChIJ5fzdZeczK4gRkHpBns7bkcE,"505 Mt Pleasant Rd, Toronto, ON M4S 1J8",43.7015063,-79.3872424,"breakfast_restaurant,restaurant,point_of_interest,food,establishment"
Italian,Frank’s Pizza House Restaurant,2,ChIJ99fWIQ00K4gRAIy_0uz5vaM,"1352 St Clair Ave W, Toronto, ON M6E 1C4",43.6768558,-79.4493318,"pizza_restaurant,meal_delivery,food_delivery,italian_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment"
Italian,Osteria Ciceri e Tria,2,ChIJXathDDPL1IkRr5WT4HdxDLY,"106 Victoria St, Toronto, ON M5C 2B4",43.6520821,-79.3780443,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Pizza Del Arte,2,ChIJtzxJtn0zK4gRboKrY6aawqU,"1480 Bathurst St, Toronto, ON M5P 3G9",43.6835262,-79.418609,"pizza_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Amicos Pizza Ristorante,2,ChIJKYKKx7Y1K4gRLbMsAqqfeGA,"1648 Queen St W, Toronto, ON M6R 1B2",43.6394313,-79.4431637,"pizza_restaurant,steak_house,meal_delivery,meal_takeaway,vegan_restaurant,vegetarian_restaurant,food_delivery,italian_restaurant,restaurant,point_of_interest,food,establishment"
Italian,Slice of Heaven,,ChIJOadxRR42K4gRU59e0MjXSj8,"2481 A Lake Shore Blvd W, Etobicoke, ON M8V 1C5",43.6133134,-79.4892871,"mediterranean_restaurant,meal_delivery,food_delivery,restaurant,point_of_interest,food,establishment"
Italian,Factory Girl,2,ChIJmyryvp_M1IkRQzcKw7cAw58,"193 Danforth Ave, Toronto, ON M4K 1N2",43.6766066,-79.356139,"pizza_restaurant,pub,bar,restaurant,food,point_of_interest,establishment"
Italian,Rocco Restaurant & Bar,2,ChIJX_b7T3M2K4gRDEvuhCvH8uU,"2083 Lake Shore Blvd W, Toronto, ON M8V 3Z4",43.6299503,-79.4767365,"italian_restaurant,bar,restaurant,food,point_of_interest,establishment"
Italian,The Best Kept Secret,,ChIJty9UD98zK4gRwANOp5Pe-18,"6 Eugene St, North York, ON M6B 3Z4",43.7073075,-79.4684903,"italian_restaurant,restaurant,point_of_interest,food,establishment"
Italian,Church Aperitivo Bar,3,ChIJfbK9F4k1K4gRylOd4lRUXc8,"1090 Queen St W, Toronto, ON M6J 1H7",43.6437202,-79.4223266,"bar,point_of_interest,establishment"
Italian,Verdi,2,ChIJ7beI-M3M1IkRSggiLc-abEI,"1566 Bayview Ave, Toronto, ON M4G 3B7",43.705399,-79.3752246,"italian_restaurant,restaurant,point_of_interest,food,establishment"
Italian,Vagabondo Italian Ristorante+Lounge,2,ChIJ72Ob9y3L1IkRpQzMDgU04h8,"32 Wellington St E, Toronto, ON M5E 1C6",43.6486005,-79.3753926,"italian_restaurant,night_club,bar,event_venue,restaurant,food,point_of_interest,establishment"
Italian,Tosto Quickfire Pizza Pasta,2,ChIJuVVkYJnN1IkRcWWR-I2KMCk,"609 Roehampton Ave, Toronto, ON M4P 1S7",43.711573,-79.378805,"restaurant,pizza_restaurant,italian_restaurant,food,point_of_interest,establishment"
Italian,Vannis Restaurant,2,ChIJFcjHAYAzK4gRpBo3r_2COOA,"672 St Clair Ave W, Toronto, ON M6C 1B1",43.681917,-79.425438,"italian_restaurant,fine_dining_restaurant,catering_service,food_delivery,restaurant,point_of_interest,food,establishment"
Italian,Mirto Italian Restaurant & Bar,2,ChIJ611BRcDL1IkRPwe1vH4m72o,"20 Wellington St E #1, Toronto, ON M5E 1C5",43.6480899,-79.3767582,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Il Gatto Nero,2,ChIJcRvMJfE0K4gR3H7M10pSieM,"720 College St, Toronto, ON M6G 1C2",43.655311,-79.4188898,"italian_restaurant,restaurant,point_of_interest,food,establishment"
Italian,Gerrard Pizza,2,ChIJp7EolJzM1IkRy2pOyPG8JvM,"1528 Danforth Ave, Toronto, ON M4J 1N4",43.6833321,-79.3247826,"pizza_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Viva Napoli,2,ChIJFySQNDAzK4gRspjak0MVtCA,"679 Mt Pleasant Rd, Toronto, ON M4S 2N2",43.7058333,-79.3888889,"pizza_restaurant,meal_delivery,food_delivery,italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,La Fenice,3,ChIJ2dkIvdA0K4gR_4KttKqK-Zc,"319-A King St W, Toronto, ON M5V 1J5",43.6462795,-79.3907215,"italian_restaurant,steak_house,vegetarian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Coppi Ristorante,3,ChIJCfNV9ukyK4gREg_Kzad7lzk,"3363 Yonge St, Toronto, ON M4N 2M6",43.7316645,-79.4036115,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,St Lawrence Pizza & Ice Cream,1,ChIJ8e5kMzDL1IkR9CCoNT6hcqQ,"95 Front St E #92, Toronto, ON M5E 1M6",43.6482672,-79.3716117,"italian_restaurant,pizza_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Sidewalk,,ChIJsXjUM3k1K4gRx2wE7oNggXM,"1654 St Clair Ave W, Toronto, ON M6N 1H8",43.6749301,-79.4575754,"restaurant,point_of_interest,food,establishment"
Italian,Roberto’s Ristorante Italiano,2,ChIJXWqYViAzK4gR7epLhhmi0Ys,"2622 Yonge St, Toronto, ON M4P 2J4",43.7151726,-79.4004088,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Big Ragu,2,ChIJefTb3W01K4gRueGU_Kf_-bQ,"1338 Lansdowne Ave, Toronto, ON M6H 3Z8",43.6759926,-79.4506128,"event_venue,point_of_interest,establishment"
Italian,Valens Restaurant,2,ChIJ83dCFcY0K4gR4zi3sNH2hYo,"19 Baldwin St, Toronto, ON M5T 1L1",43.6560132,-79.3929184,"italian_restaurant,steak_house,meal_delivery,sandwich_shop,meal_takeaway,food_delivery,restaurant,point_of_interest,food_store,food,store,establishment"
Italian,Gamberoni Restaurant,2,ChIJzdGB0ukyK4gR_eY7jzm1XhU,"3249 Yonge St, Toronto, ON M4N 2L5",43.729057,-79.4028419,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Saggio Italian Eatery & Espresso Bar,,ChIJGfgI9xgwK4gRoa6Fqm-MyNc,"90 Signet Dr, Toronto, ON M9L 3A1",43.761422,-79.540268,"coffee_shop,cafe,catering_service,food_delivery,point_of_interest,food_store,food,store,establishment"
Italian,Sambucas On Church,2,ChIJJZ29LbM0K4gRKSHw5u_fRG4,"489 Church St, Toronto, ON M4Y 2C6",43.665077,-79.380518,"italian_restaurant,meal_delivery,sandwich_shop,meal_takeaway,food_delivery,restaurant,point_of_interest,food_store,food,store,establishment"
Italian,Grappa Restaurant,3,ChIJcYgvJPc0K4gRh8E_zSXkIk0,"690 The Queensway, Etobicoke, ON M8Y 1K9",43.6272703,-79.4995587,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Prego Restaurant,2,ChIJuUYjczo2K4gRTOC3fPIgPBs,"755 The Queensway, Etobicoke, ON M8Z 1M8",43.6259062,-79.5035953,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Rustico Italian Food,,ChIJLVCTPI3P1IkRGVwVMO2S2cI,"1430 Kingston Rd, Scarborough, ON M1N 1R3",43.6875626,-79.2716444,"pizza_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Bella Vista Trattoria & Wine Bar,2,ChIJZRwer_E0K4gRnNNIbphfqh4,"660 College St, Toronto, ON M6G 1B8",43.6552354,-79.4164859,"italian_restaurant,wine_bar,bar_and_grill,seafood_restaurant,night_club,bar,restaurant,food,point_of_interest,establishment"
Italian,Da-Maria Pizzeria & Spaghetti House,2,ChIJsR8dNn4zK4gRYw6HikCkFd4,"582 St Clair Ave W, Toronto, ON M6C 1A6",43.6825051,-79.4224786,"pizza_restaurant,italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Michael’s on Simcoe,4,ChIJ6Z2CjtE0K4gRNUgpAr1SDbk,"100 Simcoe St C111, Toronto, ON M5H 3G2",43.6482048,-79.3866786,"steak_house,fine_dining_restaurant,italian_restaurant,seafood_restaurant,restaurant,point_of_interest,food,establishment"
Italian,Focaccia Italian Sandwiches,1,ChIJWZfUAL81K4gR42d4ErMS0qQ,"36 Baldwin St, Toronto, ON M5T 1L3",43.6560931,-79.3939656,"restaurant,grocery_store,food_store,food,point_of_interest,store,establishment"
Italian,Acqua Dolce,2,ChIJy-pJpgk1K4gR63wl5amXjtI,"50 Prince Edward Island Crescent, Toronto, ON M6K 3C3",43.6309308,-79.4229245,"restaurant,night_club,bar,event_venue,food,point_of_interest,establishment"
Italian,San Francesco Foods - Laird,1,ChIJc9yVK8PM1IkRS6I9HKwYOR4,"30 Laird Dr, Toronto, ON M4G 3T2",43.7036476,-79.3611168,"restaurant,italian_restaurant,food,point_of_interest,establishment"
Italian,Cantina,,ChIJZWMyH1Y0K4gR_ebDJ9AArM8,"1288 Dundas St W, Toronto, ON M6J 1X7",43.6496094,-79.4256495,"italian_restaurant,bar,restaurant,point_of_interest,food,establishment"
Italian,Tony and Claudia’s,,ChIJAxDHUaPO1IkRcg5s_SINfm8,"158 Fallingbrook Rd, Scarborough, ON M1N 1N3",43.6824056,-79.2794404,"catering_service,gift_shop,food_delivery,cafe,grocery_store,food_store,meal_takeaway,store,restaurant,food,point_of_interest,establishment"
Italian,Spoon And Fork Plus,2,ChIJm6mypPzT1IkR62Lzr-yBL_Y,"#9, 865 York Mills Rd, North York, ON M3B 1Y6",43.7547554,-79.3495758,"sushi_restaurant,chinese_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Bravi Ristorante,3,ChIJIUhi_y3L1IkRzODr4aWkGMI,"40 Wellington St E, Toronto, ON M5E 1C9",43.64851,-79.3749451,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Hot House Restaurant & Bar,2,ChIJdQuJ2WwtK4gR3acgwbAAztI,"35 Church St, Toronto, ON M5E 1X1",43.648875,-79.3736742,"mediterranean_restaurant,brunch_restaurant,wedding_venue,buffet_restaurant,catering_service,food_delivery,bar,event_venue,restaurant,food,point_of_interest,establishment"
Italian,San Francesco Foods - Yonge,,ChIJYYvPJ-gyK4gRV_TqUHlGAiU,"3233 Yonge St, Toronto, ON M4N 2L2",43.7287387,-79.4029239,"sandwich_shop,italian_restaurant,restaurant,point_of_interest,food,establishment"
Italian,Mayday Malone’s Pub & Ristorante,2,ChIJ6dHiNIU0K4gRikkeMRIdav4,"1078 Bathurst St, Toronto, ON M5R 3G9",43.672511,-79.4142594,"pub,bar,restaurant,food,point_of_interest,establishment"
Italian,Cucinetta,1,ChIJlSW51TouK4gR14OVD2xYOcc,"4700 Keele St #14, Toronto, ON M3K 1P3",43.774483,-79.5016428,"italian_restaurant,cafe,restaurant,point_of_interest,food,establishment"
Italian,Bar Centrale,2,ChIJu9VzlFczK4gRFDfH5miSfF8,"1095 Yonge St, Toronto, ON M4W 2L7",43.6800268,-79.3905127,"italian_restaurant,brunch_restaurant,breakfast_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Espresso Bakery & Deli,1,ChIJgTALRqQ3K4gRpmVSBIUC4zA,"4980 Dundas St W, Etobicoke, ON M9A 1B7",43.6473825,-79.530549,"sandwich_shop,cafe,italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Modus Ristorante,3,ChIJ-VqxSNI0K4gRk1TRqq7nnWk,"145 King St W, Toronto, ON M5H 1J8",43.6474734,-79.3839517,"italian_restaurant,fine_dining_restaurant,wine_bar,bar,restaurant,food,point_of_interest,establishment"
Italian,Bar Freddo Caffe,2,ChIJyWeY-gZIK4gRwj_qxNIQUDs,"Sherway Gardens Gourmet Fare, 25 The West Mall, Etobicoke, ON M9C 0A2",43.6133494,-79.5586705,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Italian,San Francesco Foods - Queen,2,ChIJBSNJ0O80K4gR9lrbUs0Wr0E,"10 Clinton St, Toronto, ON M6J 2P1",43.654031,-79.413526,"sandwich_shop,meal_takeaway,italian_restaurant,pizza_restaurant,fast_food_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Toula Restaurant & Bar,3,ChIJH-wxNCrL1IkRnL__Ad9uo64,"1 Harbour Square floor 38th, Toronto, ON M5J 1A6",43.640974,-79.375602,"italian_restaurant,fine_dining_restaurant,wine_bar,catering_service,food_delivery,event_venue,bar,restaurant,point_of_interest,food,establishment"
Italian,Bistro Grande,3,ChIJNTT_aZ8zK4gRcanMTxdSdQk,"1000 Eglinton Ave W, Toronto, ON M6C 2C5",43.7003554,-79.4296134,"restaurant,mediterranean_restaurant,food,point_of_interest,establishment"
Italian,Pizza Rustica,2,ChIJySHpzNA0K4gRugQVPpaq0YU,"37 Blue Jays Way, Toronto, ON M5V 9G9",43.6449915,-79.3916813,"italian_restaurant,pizza_restaurant,restaurant,food,point_of_interest,establishment"
Italian,Fort York Pizzeria,2,ChIJ5akMJxk1K4gRa7dQPKo9ZyM,"219 Fort York Blvd #8, Toronto, ON M5V 1B1",43.6364802,-79.4057747,"pizza_restaurant,coffee_shop,meal_delivery,food_delivery,cafe,italian_restaurant,bar,food_store,meal_takeaway,store,restaurant,food,point_of_interest,establishment"
