Category,Restaurant Name,Price_Range_Int,google_place_id,google_formatted_address,google_lat,google_lng,google_types
Burgers,Shoeless Joe’s Sports Grill - 1189 King,2,ChIJX-YHICo1K4gRrjZdGrvJ5BA,"249 Queens Quay W, Toronto, ON M5J 1B5",43.6387738,-79.3859478,"bar_and_grill,bar,restaurant,food,point_of_interest,establishment"
Burgers,Burger Zone,,ChIJ04ZbZEfL1IkRtGL2bRebRoc,"234 Parliament St, Toronto, ON M5A 3A1",43.6574646,-79.3653564,"hamburger_restaurant,sandwich_shop,meal_delivery,food_delivery,american_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment"
Burgers,Lick’s Homeburgers & Ice Cream,2,ChIJ4bhHiwnO1IkRbbiD7r4FDX8,"900 Warden Ave., Scarborough, ON M1L 4W6",43.7293576,-79.288634,"hamburger_restaurant,fast_food_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment"
Burgers,Shoeless Joe’s Sports Grill - Eglinton & Laird,2,ChIJdYQAUac2K4gRLKdhQQfkoQs,"1980 St Clair Ave W, Toronto, ON M6N 0A3",43.6721275,-79.4708205,"restaurant,food,point_of_interest,establishment"
Burgers,Bartley’s Burgers,,ChIJG4kE2lPL1IkRkt2TI7sVdUY,"81 Bay St. 4th Floor, (Kiosk 8, Toronto, ON M5J 0E7",43.6439745,-79.3775363,"hamburger_restaurant,american_restaurant,restaurant,point_of_interest,food,establishment"
Burgers,Big Bite Burgerz,1,ChIJR_VmwC7M1IkRazit_5C1vr0,"420 Dawes Rd, East York, ON M4B 2E8",43.7015665,-79.2971835,"restaurant,food,point_of_interest,establishment"
Burgers,Hero Certified Burgers - Sheraton Centre Hotel,1,ChIJrzsWbsw0K4gRVaQ_mcTs0F0,"100 Queen St W, Toronto, ON M5H 2N2",43.6522246,-79.3838992,"hamburger_restaurant,fast_food_restaurant,american_restaurant,restaurant,point_of_interest,food,establishment"
Burgers,Dog & Bear Pub,2,ChIJMTOR1f80K4gRXg6eAK2IoDo,"1100 Queen St W, Toronto, ON M6J 1H9",43.6435709,-79.4228856,"pub,bar,point_of_interest,establishment"
Burgers,Shoeless Joe’s Sports Grill - Stockyards,2,ChIJdYQAUac2K4gRLKdhQQfkoQs,"1980 St Clair Ave W, Toronto, ON M6N 0A3",43.6721275,-79.4708205,"restaurant,food,point_of_interest,establishment"
Burgers,Kevin’s Burger Obsession,,ChIJ7-eQfQA1K4gR4IEHOD20s7U,"214 King St W, Toronto, ON M5H 3S6",43.6473084,-79.3869526,"restaurant,food,point_of_interest,establishment"
Burgers,Shawarma and Burger,,ChIJkxpxiGs5K4gRWbmVo1RNmsY,"3615 Dixie Rd, Mississauga, ON L4Y 4H4",43.6219198,-79.6003109,"restaurant,food,point_of_interest,establishment"
Burgers,Mustache Burger,,ChIJy5LXAdg1K4gRxokPCDoa_Xw,"215 Centre St W, Richmond Hill, ON L4C 3P9",43.8739262,-79.4489188,"catering_service,food_delivery,food,point_of_interest,establishment"
Burgers,Maple Leaf House,2,ChIJ1352ocRJK4gRZI_1lVElPnw,"2749 Lake Shore Blvd W, Etobicoke, ON M8V 1H2",43.6020164,-79.4987182,"bar_and_grill,bar,restaurant,food,point_of_interest,establishment"
Burgers,Local Lakeside Patio,2,ChIJDWqiiCo1K4gRiaLNWAEkVpM,"235 Queens Quay W, Toronto, ON M5J 2G6",43.6379838,-79.383115,"bar,bar_and_grill,hamburger_restaurant,dog_park,dog_cafe,park,meal_takeaway,american_restaurant,restaurant,food,point_of_interest,establishment"
Burgers,Teazers and Pleazers,1,ChIJPXLVkVPL1IkRQkbHoC_z1Os,"600 Sherbourne St B1, Toronto, ON M4X 1W4",43.6716822,-79.3768696,"health,point_of_interest,establishment"
Burgers,Momofuku Daisho,,ChIJfRNvdhM1K4gRuKoYgl99vGo,"190 University Ave, Toronto, ON M5H 0A3",43.6494797,-79.3864218,"restaurant,point_of_interest,food,establishment"
Burgers,3 Brasseurs,2,ChIJCbFgqwY1K4gRT9zkWXkHLUc,"2 Liberty St, Toronto, ON M6K 0C3",43.6389287,-79.4199669,"pub,bar,restaurant,point_of_interest,food,establishment"
Burgers,The Underground,2,ChIJ9Z_4qDwuK4gRrHgK5m6YDRE,"4700 Keele St #335, North York, ON M3J 1P3",43.7738625,-79.5031619,"point_of_interest,establishment"
Burgers,Hero Certified Burgers - Toronto General Hospital,,ChIJdxywAtM0K4gRRsAvQoDqnxY,"200 Elizabeth St unit r1a, Toronto, ON M5G 2C4",43.6596076,-79.3880136,"fast_food_restaurant,hamburger_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment"
Burgers,New York Steak & Burger,,ChIJb58Mab02K4gRb6V0ofAFsOE,"2461 St Clair Ave W, Toronto, ON M6N 1L2",43.6688988,-79.4833235,"restaurant,food,point_of_interest,establishment"
Burgers,Shoeless Joe’s Sports Grill - King & Duncan,2,ChIJX-YHICo1K4gRrjZdGrvJ5BA,"249 Queens Quay W, Toronto, ON M5J 1B5",43.6387738,-79.3859478,"bar_and_grill,bar,restaurant,food,point_of_interest,establishment"
Burgers,Burgers N Bistro,,ChIJ0yOn6EE1K4gRpBkBguql0tc,"960 Queen St W, Toronto, ON M6J 1G8",43.6447384,-79.4170555,"restaurant,food,point_of_interest,establishment"
Burgers,Paradise Pizza & Burgers,,ChIJdzqkD-0zK4gRDuu9Wn6y85w,"2344 Dufferin St, Toronto, ON M6E 3S4",43.6951393,-79.4501579,"hamburger_restaurant,american_restaurant,meal_takeaway,store,restaurant,food,point_of_interest,establishment"
Burgers,Duffy’s Drive-In Restaurant,,ChIJd05Xoy7M1IkRv6hUQXLHmzk,"399 Dawes Rd, East York, ON M4B 2E6",43.7021657,-79.2966862,"bar_and_grill,bar,american_restaurant,restaurant,food,point_of_interest,establishment"
Burgers,Cook’s Express Fine Food Mart,,ChIJCe2qSgwtK4gR5yEte-54HsY,"15 Finch Ave W, North York, ON M2N 7K4",43.7791978,-79.4170573,"korean_restaurant,restaurant,food,point_of_interest,establishment"
Burgers,Speedy Burger,,ChIJu-xmwibL1IkRZeoaKFUDyXs,"739 Queen St E, Toronto, ON M4M 1H4",43.6590346,-79.3484282,"restaurant,hamburger_restaurant,fast_food_restaurant,american_restaurant,food,point_of_interest,establishment"
Burgers,Hero Certified Burgers - York University,2,ChIJvXbSEVYvK4gR6BBo5Ljrj4Q,"10 Vanier Ln, North York, ON M3J 1P3",43.7744793,-79.5018116,"fast_food_restaurant,restaurant,point_of_interest,food,establishment"
Burgers,Ko Burgers,,ChIJrczEzmfP1IkRyXaca475Euc,"3210 Danforth Ave, Toronto, ON M1L 1C1",43.6925494,-79.2830817,"restaurant,point_of_interest,food,establishment"
Burgers,Passion Grill,2,ChIJG0gNWh42K4gRhX8GwestExY,"2454 Lake Shore Blvd W, Toronto, ON M8V 1C9",43.6136061,-79.4897531,"restaurant,diner,greek_restaurant,breakfast_restaurant,food,point_of_interest,establishment"
Burgers,Messini Authentic Gyros,2,ChIJc9NGRpzM1IkRGYofD53alLo,"445 Danforth Ave, Toronto, ON M4K 1P2",43.6776078,-79.3505,"greek_restaurant,sandwich_shop,restaurant,food,point_of_interest,establishment"
Burgers,Dublin Calling,3,ChIJa4Z08THL1IkR6GxRWzGrMRg,"250 Adelaide St W Second Floor, Toronto, ON M5H 1X6",43.6482429,-79.3890608,"pub,bar,restaurant,food,point_of_interest,establishment"
Burgers,Mr. Double Pizza & Chicken,1,ChIJL7vBEzTN1IkR-I3t4lLGJnM,"1117 O'Connor Dr, East York, ON M4B 2T5",43.7106789,-79.3084856,"bakery,point_of_interest,food_store,food,store,establishment"
Burgers,Fancy Franks,2,ChIJdYF0xzjL1IkR-46wMIVug3w,"484 Parliament St, Toronto, ON M4X 1P2",43.6646973,-79.3684366,"greek_restaurant,meal_delivery,food_delivery,mediterranean_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment"
Burgers,Big Johnson’s,,ChIJvUeENLM0K4gRGXIqIizEwyY,"477 Church St, Toronto, ON M4Y 2C6",43.664818,-79.3803519,"bar_and_grill,bar,restaurant,food,point_of_interest,establishment"
Burgers,Farhads Burger Buddy,,ChIJZx_daqTL1IkRnh5H28-YW_8,"229 Church St Unit #3, Toronto, ON M5B 1Y7",43.6563242,-79.3768711,"vegan_restaurant,vegetarian_restaurant,fast_food_restaurant,restaurant,food,point_of_interest,establishment"
Burgers,The Hangar Bar And Grill,2,ChIJSYOYrfUxK4gRTcl6QOaqYOA,"75 Carl Hall Rd, North York, ON M3K 2B9",43.7465513,-79.4739527,"sports_complex,sports_activity_location,point_of_interest,establishment"
Burgers,Hal Burgers,,ChIJX3sA3vA1K4gRjPDQz6YHowo,"254 Adelaide St W, Toronto, ON M5H 1X6",43.6482474,-79.3892508,"hamburger_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment"
Burgers,Lick’s Hamburger & Ice-Cream Shop,,ChIJQzki-_fL1IkRp32l5ANpYvg,"1962 Queen St E, Toronto, ON M4L 1H9",43.6699951,-79.3020732,"point_of_interest,establishment"
Burgers,McDonald’s - CLOSED,,ChIJReTjXM80K4gRCylWtR09k44,"109 McCaul St, Toronto, ON M5T 3K5",43.6537443,-79.3909155,"fast_food_restaurant,hamburger_restaurant,cafe,breakfast_restaurant,american_restaurant,restaurant,point_of_interest,food,establishment"
Burgers,Shopsy’s Sports Grill,2,ChIJmTXLFA4yK4gRQaQZa2VG6Uk,"881 Sheppard Ave W, North York, ON M3H 2T4",43.7518385,-79.45484,"bar,point_of_interest,establishment"
Burgers,Meltwich Food Co,2,ChIJsYtkCtA0K4gRZreJwBTKhsY,"300 Richmond St W, Toronto, ON M5V 1X2",43.6490382,-79.391633,"restaurant,hamburger_restaurant,meal_delivery,sandwich_shop,meal_takeaway,food_delivery,american_restaurant,point_of_interest,food,establishment"
Burgers,Smokey Grilled Subs,,ChIJi35FBAA3K4gRWnq8FZwxsww,"425 Jane St, York, ON M6S 3Z7",43.6590564,-79.4882065,"american_restaurant,restaurant,point_of_interest,food,establishment"
Burgers,Bill Maur Coffee Shop,,ChIJLW-LbBM2K4gRVaK_XG8fVGw,"165 The Queensway, Etobicoke, ON M8Y 1H8",43.6293135,-79.4849209,"cafe,point_of_interest,food,establishment"
Burgers,Outtakes,,ChIJkedrPN_N1IkRWJYHJx8wQyU,"22 Lebovic Ave, Scarborough, ON M1L 4V9",43.722469,-79.2921802,"fast_food_restaurant,restaurant,food,point_of_interest,establishment"
Cafes,Strange Love,1,ChIJLQRFO1k1K4gRL0RF1p3LcYU,"106 Spadina Ave., Toronto, ON M5V 0T4",43.6468464,-79.3959787,"condominium_complex,point_of_interest,establishment"
Cafes,Baretto Caffe,1,ChIJT2G7InvN1IkRIgVzGHTQulw,"1262 Don Mills Rd. Unit 106, North York, ON M3B 2W6",43.74475,-79.3465806,"coffee_shop,cafe,italian_restaurant,food_store,store,restaurant,food,point_of_interest,establishment"
Cafes,Boxcar Social,1,ChIJFcciOyYzK4gRMWQlvzFBCcI,"1208 Yonge St, Toronto, ON M4T 1W1",43.6817513,-79.3915939,"bar,cafe,food,point_of_interest,establishment"
Cafes,Pilot Coffee Roasters,1,ChIJ84vitCzL1IkRDT5wnL5MaBs,"65 Front St W, Toronto, ON M5J 1E6",43.6452911,-79.3807597,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment"
Cafes,Mos Mos,1,ChIJvfi36rLL1IkR_0wk8T0ZHiU,"25 King St W C200, Toronto, ON M5L 2A1",43.648643,-79.379025,"coffee_shop,cafe,point_of_interest,food_store,food,store,establishment"
Cafes,The Good Neighbour,2,ChIJ55SH8M41K4gROhclz3FoKCs,"678 Bloor St W, Toronto, ON M6G 1L2",43.6640738,-79.4166588,"cafe,food,point_of_interest,establishment"
Cafes,Sorelle and Co,2,ChIJVUZhBf01K4gRlYuEx0tA7ro,"Main Level Retail -Delysees, 161 Yorkville Ave, Toronto, ON M5R 0B9",43.6702511,-79.3944787,"dessert_restaurant,restaurant,food,point_of_interest,establishment"
Cafes,BlackGold Cafe,1,ChIJY8BTwHLR1IkRD-miwG6GXcw,"2101 Brimley Rd #111, Toronto, ON M1S 2B4",43.7888051,-79.2689302,"restaurant,food,point_of_interest,establishment"
Cafes,Light Cafe,2,ChIJq6ouFcY0K4gRsJLACJqy2J4,"23 Baldwin Street - Floor Unit, Toronto, ON M5T 1L1",43.6560028,-79.3930056,"cafe,restaurant,point_of_interest,food,establishment"
Cafes,Te Aro,1,ChIJVXgL-XbL1IkRR9L8XllaFPI,"983 Queen St E, Toronto, ON M4M 1K2",43.6612286,-79.3383602,"wholesaler,point_of_interest,establishment"
Cafes,The Alternative Cafe,2,ChIJ7zPkpSQ1K4gRB4N3-T7fnnE,"439 Richmond St W, Toronto, ON M5V 1X9",43.6477014,-79.3970241,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment"
Cafes,The Sidekick,1,ChIJd-DubYXL1IkR5ZX-ahcKZ-g,"1374 Queen St E, Toronto, ON M4L 1C9",43.6645972,-79.3251222,"cafe,point_of_interest,food_store,food,store,establishment"
Cafes,Field Trip Cafe,1,ChIJ_7-Oel40K4gRa9wdl5EjPUU,"3 Westmoreland Ave, Toronto, ON M6H 2Z6",43.6613066,-79.4303819,"coffee_shop,liquor_store,cafe,food_store,food,point_of_interest,store,establishment"
Cafes,Cafe Moi,1,ChIJAba9ua80K4gRjz9rbu1m4fM,"1200 Bay St., Toronto, ON M5R 2A5",43.6700109,-79.3898506,"coffee_shop,cafe,point_of_interest,food_store,food,store,establishment"
Cafes,Citizenry,1,ChIJObWovv00K4gRoGAqjCNyR6g,"982 Queen St W, Toronto, ON M6J 1H1",43.6445088,-79.4180385,"clothing_store,store,point_of_interest,establishment"
Cafes,Home,1,ChIJAVvuyl80K4gRkpmVjYTa0Qo,"1242 Bloor St W, Toronto, ON M6H 1N5",43.6591254,-79.4399924,"bakery,ice_cream_shop,dessert_shop,confectionery,coffee_shop,cafe,food_store,food,point_of_interest,store,establishment"
Cafes,Nespresso Boutique Bar,2,ChIJ6bS6MKU0K4gRxaYOZQ7Dkrk,"159 Cumberland St, Toronto, ON M5R 1A2",43.669721,-79.393276,"cafe,clothing_store,food_store,wholesaler,home_goods_store,store,food,point_of_interest,establishment"
Cafes,Riddle Room,1,ChIJrz8VpWI1K4gRzlqdUTkGRWg,"530 Yonge St Unit 3, Toronto, ON M4Y 1Y8",43.664039,-79.384534,"amusement_center,point_of_interest,establishment"
Cafes,Krave Coffee,1,ChIJx6aBE380K4gRpfv4jX50NUg,"781 St Clair Ave W #2, Toronto, ON M6C 1B7",43.6807944,-79.4293236,"coffee_shop,wine_bar,internet_cafe,cafe,bar,food_store,store,food,point_of_interest,establishment"
Cafes,Balzacs Coffee Roastery,1,ChIJ__9v1DHL1IkRApnpYoo8v3k,"10 Market St., Toronto, ON M5E 1M6",43.6484783,-79.3721186,"cafe,coffee_shop,food_store,food,point_of_interest,store,establishment"
Cafes,Odin,1,ChIJI_eUsmrL1IkRb_kp1oIZdtQ,"514 King St E, Toronto, ON M5A 1M1",43.6566769,-79.3567955,"cafe,food,point_of_interest,establishment"
Cafes,Movenpick Cafe,2,ChIJ9fC1ny3L1IkR-8dCkj1Jezs,"42 Yonge St, Toronto, ON M5E 1X8",43.6475443,-79.3773911,"restaurant,coffee_shop,tea_house,cafe,dessert_shop,confectionery,food_store,store,food,point_of_interest,establishment"
Cafes,The Poet Cafe,1,ChIJHb7G9zDL1IkRI7IhRHs17lg,"173 King St E, Toronto, ON M5A 1J4",43.6505108,-79.3712062,"cafe,brunch_restaurant,coffee_shop,breakfast_restaurant,restaurant,point_of_interest,food_store,food,store,establishment"
Cafes,Gloria Espresso Bar & Cafe,1,ChIJ5afK4TY0K4gRQu5PZ3zsyJQ,"478 Roncesvalles Ave, Toronto, ON M6R 2N5",43.6532549,-79.4518095,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment"
Cafes,One Two Snack,,ChIJq6qauhItK4gRjdS5eeDwdJY,"Northtown Way Unit 111, North York, ON M2N 7L4",43.7756214,-79.4133155,"restaurant,meal_takeaway,food,point_of_interest,establishment"
Cafes,Rosey J Cafe,,ChIJE2vsSQwtK4gRPwdIuOQoMDw,"19B Finch Ave W, North York, ON M2N 7K4",43.7791682,-79.4173483,"restaurant,point_of_interest,food,establishment"
Cafes,A-Game Cafe,1,ChIJb3aGct01K4gRn30wR4B2XYM,"457 Richmond St W Suite #201, Toronto, ON M5V 1X9",43.6475472,-79.397422,"internet_cafe,night_club,bar,point_of_interest,establishment"
Cafes,Antikka - cafe & records,,ChIJQbDNp_00K4gRFD2-mfVmKiQ,"960 Queen St W, Toronto, ON M6J 1G8",43.6446524,-79.4171343,"cafe,event_venue,store,food,point_of_interest,establishment"
Cafes,The Tempered Room,1,ChIJzwHmqVo1K4gR4gB5xUYn-t8,"1556 Queen St W, Toronto, ON M6R 1A6",43.6400768,-79.4400553,"ice_cream_shop,bakery,dessert_shop,confectionery,food_store,wholesaler,store,food,point_of_interest,establishment"
Cafes,Bailey’s Cafe,,ChIJ9aiJgeg0K4gRsVJOaTK7Suc,"324 Bathurst St, Toronto, ON M5T 2S3",43.6514908,-79.40602,"coffee_shop,cafe,point_of_interest,food_store,food,store,establishment"
Cafes,Baka Gallery Cafe,2,ChIJhdAzHoc2K4gRODPR2yrfy8U,"2256 Bloor St W, Toronto, ON M6S 1N6",43.6510833,-79.4775896,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment"
Cafes,Bloomer’s,2,ChIJJ6toWvU0K4gRbNNYg69dn38,"873 Bloor St W, Toronto, ON M6G 1M4",43.6619921,-79.4249159,"bakery,food_store,store,food,point_of_interest,establishment"
Cafes,The Merseyside,1,ChIJ___7fjk0K4gRGuQzXNhbJCU,"2413 Dundas St W, Toronto, ON M6P 1X3",43.6584187,-79.4531737,"cafe,coffee_shop,point_of_interest,food_store,food,store,establishment"
Cafes,French Made,2,ChIJkZDJ99k0K4gRRkx3AzBgYtE,"80 Blue Jays Way, Toronto, ON M5V 2G3",43.6454083,-79.3922593,"cafe,coffee_shop,food_store,store,food,point_of_interest,establishment"
Cafes,The Tampered Press,1,ChIJN9CG9OE1K4gRpzGW3euWC2s,"256 Crawford St, Toronto, ON M6J 2V8",43.6501275,-79.4173908,"coffee_shop,cafe,food_store,food,point_of_interest,store,establishment"
Cafes,Noble Coffee,2,ChIJ_5-O2So1K4gRe8vNfvaSvMc,"1421 Bloor St W, Toronto, ON M6P 3L4",43.6571623,-79.4478699,"cafe,food,point_of_interest,establishment"
Cafes,The Walton,2,ChIJzQED1_E0K4gRcz7_PoTBvdw,"607 College St, Toronto, ON M6G 1B5",43.6550068,-79.414354,"bar,point_of_interest,establishment"
Cafes,Baddies,2,ChIJzVTLpUY0K4gR55odjvmOG5E,"679 Lansdowne Ave, Toronto, ON M6H 3Y9",43.6588132,-79.4426778,"cafe,brunch_restaurant,restaurant,point_of_interest,food_store,food,store,establishment"
Cafes,Rustle & Still Café,2,ChIJaeZIb5I0K4gRqR8RPLjW1qo,"605 Bloor St W, Toronto, ON M6G 1K6",43.6645286,-79.4131243,"cafe,coffee_shop,sandwich_shop,cafeteria,vietnamese_restaurant,dessert_shop,confectionery,food_store,store,restaurant,food,point_of_interest,establishment"
Cafes,Away Kitchen + Cafe,,ChIJVdV-s5s1K4gRmzQX2_JHucY,"680 College St, Toronto, ON M6G 1B9",43.6554378,-79.4173441,"restaurant,food,point_of_interest,establishment"
Cafes,Northwood,2,ChIJl-ZsLIs0K4gRs1fMUf-28fs,"815 Bloor St W, Toronto, ON M6G 1M1",43.6626288,-79.4221285,"bar,point_of_interest,establishment"
Cafes,Caffe Di Portici,2,ChIJh_9WxK40K4gRXIZXK5Oc7B4,"6 Scollard St, Toronto, ON M5R 1E9",43.6726436,-79.3885068,"italian_restaurant,fine_dining_restaurant,pizza_restaurant,bar,restaurant,cafe,food,point_of_interest,establishment"
Cafes,Fantail Bakery-Cafe,1,ChIJoSKysDU0K4gRjK0e11KH3Ns,"333 Roncesvalles Ave, Toronto, ON M6R 2M8",43.6492581,-79.4499778,"bakery,coffee_shop,cafe,point_of_interest,food_store,food,store,establishment"
Cafes,Thor Espresso Bar,1,ChIJnwbA3d80K4gRF6K9fuenNho,"35 Bathurst St, Toronto, ON M5V 2P2",43.6420613,-79.4017175,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment"
Cafes,The Shmooz,2,ChIJJdUhXoLM1IkRJr1gI4_5JBw,"590 Pape Ave, Toronto, ON M4K 3R8",43.6751912,-79.3434759,"cafe,coffee_shop,food_store,food,point_of_interest,store,establishment"
Cafes,Staij & Co Cafe & Pastry Boutique,1,ChIJI967_0_L1IkR5RFxcQMxl7s,"Comstock and Warden, Scarborough, ON M1L 4V8",43.7215379,-79.2850245,"bakery,food_store,wholesaler,store,food,point_of_interest,establishment"
Cafes,Northern Belle,2,ChIJPdKlauU0K4gRJS6nWcxBBB0,"913 Dundas St W, Toronto, ON M6J 1W1",43.6508633,-79.4126561,"bar,point_of_interest,establishment"
Cafes,The Scullery,2,ChIJ6z3JbE_L1IkRERqn63MxkPg,"200 Carlton St., Toronto, ON M5A 2L1",43.6638691,-79.3704617,"restaurant,coffee_shop,cafe,point_of_interest,food_store,food,store,establishment"
Cafes,Music Garden Cafe,2,ChIJw4iYRyY1K4gRrV2zLzJujFc,"466 Queens Quay W, Toronto, ON M5V 2Y3",43.6375816,-79.3932683,"cafe,coffee_shop,food_store,store,food,point_of_interest,establishment"
Cafes,Cafe Neon,2,ChIJf3g1UCk1K4gRN24asjbDdpE,"243 Wallace Ave, Toronto, ON M6H 1V5",43.6617941,-79.4464756,"coffee_shop,catering_service,food_delivery,bakery,dessert_shop,confectionery,cafe,food_store,food,point_of_interest,store,establishment"
Cafes,Fair Grounds Organic Café & Roastery,2,ChIJYWHOY2lIK4gRp6pOR8bxx0E,"3785 Lake Shore Blvd W, Etobicoke, ON M8W 3M6",43.5924518,-79.5415434,"coffee_shop,cafe,food_store,food,point_of_interest,store,establishment"
Cafes,Avenue Cafe & Bistro,2,ChIJ47SysSo3K4gRwCZSZd2-RV4,"72 Park Lawn Rd, Etobicoke, ON M8Y 3H8",43.6241546,-79.4843849,"mediterranean_restaurant,restaurant,food,point_of_interest,establishment"
Cafes,Spark Espresso and Fresh Bar,2,ChIJ0xwAWAA1K4gRBZGg-9k1bP4,"917 Yonge St, Toronto, ON M4W 2H2",43.6750193,-79.3885102,"cafe,coffee_shop,point_of_interest,food_store,food,store,establishment"
Cafes,L’espresso Bar Mercurio,2,ChIJ15PE-bw0K4gRssDe4K_pxlg,"321 Bloor St W, Toronto, ON M5S 1S5",43.6674528,-79.3991417,"cafe,restaurant,coffee_shop,food_store,food,point_of_interest,store,establishment"
Cafes,Dish Cooking Studio,,ChIJx1YsO-40K4gRDhZ5mqrAPLw,"587 College St, Toronto, ON M6G 1B2",43.6549644,-79.4133224,"cafe,event_venue,food,point_of_interest,establishment"
Cafes,Bistro Normandie Cafe,,ChIJo3a5ZXLN1IkRNrMTc23h0Ww,"820 Danforth Ave, Toronto, ON M4J 1L6",43.6798354,-79.3412168,"grocery_store,food_store,food,point_of_interest,store,establishment"
Cafes,I Deal Coffee,1,ChIJG-fcQ0s0K4gRltrLxwFkY2E,"221 Sorauren Ave, Toronto, ON M6R 2G1",43.6463493,-79.4432738,"cafe,wine_bar,liquor_store,bakery,bar,food_store,store,food,point_of_interest,establishment"
Cafes,XO Bisous,1,ChIJCRSLyzPL1IkRUHlCVP_oXqo,"572 St Clair Ave W, York, ON M6C 1A6",43.6825472,-79.4221701,"cafe,bakery,dessert_shop,confectionery,restaurant,food_store,food,point_of_interest,store,establishment"
Cafes,Circus Coffee House,1,ChIJW_Y0gGzM1IkRA5Pv7KffRl0,"7 Woodmount Ave, Toronto, ON M4C 3X5",43.685493,-79.315236,"cafe,food,point_of_interest,establishment"
Cafes,Avenue Café + Bistro,2,ChIJacwEKs80K4gR2XXyFAhY8PQ,"488 University Ave, Toronto, ON M5G 1V6",43.6551677,-79.3888815,"cafe,coffee_shop,food_store,store,food,point_of_interest,establishment"
Cafes,Espressamente illy,2,ChIJb__6GTQyK4gRTv-crpTUxss,"3401 Dufferin St, Toronto, ON M6A 2T9",43.7261857,-79.4520337,"cafe,coffee_shop,food_store,store,food,point_of_interest,establishment"
Cafes,Snakes & Lattes Annex,2,ChIJc-8hbJI0K4gRDhU_qf-1yII,"600 Bloor St W, Toronto, ON M6G 1K4",43.6648189,-79.4131852,"restaurant,cafe,bar,store,food,point_of_interest,establishment"
Cafes,The Imperial Bean Cafe,,ChIJPe7sql0zK4gRvuwYs-TAtvQ,"129 St Clair Ave W, Toronto, ON M4V 1N5",43.6867684,-79.3997201,"event_venue,restaurant,food,point_of_interest,establishment"
Cafes,Presse Cafe,1,ChIJ15PE-bw0K4gRssDe4K_pxlg,"321 Bloor St W, Toronto, ON M5S 1S5",43.6674528,-79.3991417,"cafe,restaurant,coffee_shop,food_store,food,point_of_interest,store,establishment"
Cafes,Canephora Cafe & Bakery,1,ChIJXU71RJgtK4gR7Wuo6IRtcXY,"222 Finch Ave W Unit 101, Toronto, ON M2R 1M6",43.7758301,-79.4345605,"coffee_shop,cafe,bakery,food_store,store,restaurant,food,point_of_interest,establishment"
Cafes,Flying Pony,1,ChIJEagk2_bN1IkR6fSDVbRa8LU,"1481 Gerrard St E, Toronto, ON M4L 2A3",43.6725053,-79.3204675,"cafe,bar,restaurant,food,point_of_interest,establishment"
Cafes,Belljar Cafe,2,ChIJ4caUJjY0K4gREoBnlWjlwws,"2072 Dundas St W, Toronto, ON M6R 1W9",43.6522367,-79.4480344,"bar,point_of_interest,establishment"
Cafes,Loveless,2,ChIJITHdvVY0K4gRve567vnc68M,"1430 Dundas St W, Toronto, ON M6J 1Y5",43.6497007,-79.4296451,"bar,point_of_interest,establishment"
Cafes,Bob Coffee,1,ChIJnwIm5aU1K4gRhP2tWWOos-U,"440 Christie St, Toronto, ON M6G 3C6",43.6754514,-79.423159,"restaurant,food,point_of_interest,establishment"
Cafes,Jimmy’s Coffee,1,ChIJebgcGsY0K4gRNQoPeV5j8V0,"166 McCaul St, Toronto, ON M5T 1W4",43.6557579,-79.3921537,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment"
Cafes,Parisco Cafe,2,ChIJEdtJxhg1K4gRxm4NkocYmVo,"215 Fort York Blvd, Toronto, ON M5V 4A2",43.6361106,-79.404407,"restaurant,dessert_restaurant,meal_takeaway,french_restaurant,bar,point_of_interest,food,establishment"
Cafes,De Frantic Monkey Cafe Bar,1,ChIJGRt4unE1K4gRFjOGP7WvkqY,"799 College St #101, Toronto, ON M6G 1C7",43.6546052,-79.4210527,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment"
Cafes,Pow Wow Cafe,2,,,,,
Cafes,OMG Baked Goodness,1,ChIJe_YSR6A1K4gR9FcF6ThQq30,"47 Abell St, Toronto, ON M6J 0C6",43.6419844,-79.4236971,"bakery,food_store,store,food,point_of_interest,establishment"
Cafes,Portland Variety,2,ChIJ2W07WN40K4gRTXcGWWr9HZQ,"587 King St W, Toronto, ON M5V 1M5",43.6442579,-79.4001473,"restaurant,cafe,bar,point_of_interest,food,establishment"
Cafes,Sweat & Soda,1,ChIJ5aPYzXfL1IkRvf2sY3ktT4w,"1091 Queen St E, Toronto, ON M4M 1K5",43.6618283,-79.3361063,"cafe,coffee_shop,food_store,store,food,point_of_interest,establishment"
Cafes,Beiruti Grand Café,2,ChIJrROB11jS1IkRIfQ1clQdXA4,"155 Consumers Rd #101, North York, ON M2J 0A3",43.7730227,-79.3324515,"lebanese_restaurant,mediterranean_restaurant,bakery,dessert_shop,confectionery,cafe,food_store,store,restaurant,food,point_of_interest,establishment"
